ear,blink_rate,smile_ratio,brow_furrow_score,movement_code,tilt_code,emotion,fatigue_score,Predicted_Label
0.0,0,0.0,0.0,1,0,2,0.0,Stressed
0.24078005610920505,12,5821511.831131153,122.20065466273084,0,0,2,2.5194149579180967,Relaxed
0.2623899877047788,0,60.132584187649755,121.2023102090055,0,0,2,0.10320750922141593,Relaxed
0.21157091516419013,54,5000000.0,96.00520819205592,1,0,2,10.941321813626859,Relaxed
0.2634328355297048,54,19.86445243680228,107.70329614269008,1,1,0,10.902425373352722,Relaxed
0.2506025250350134,6,4936598.018878993,110.3177229641729,1,1,0,1.2512253054518017,Relaxed
0.29599019347946326,18,4949747.468305833,113.86395390991831,0,2,1,3.0277295802427853,Relaxed
0.27599888612230633,6,4804164.859785725,108.00462953040486,0,0,2,0.9578734455309391,Relaxed
0.2659011781273123,6,5316013.544000804,115.24755962709145,1,2,2,0.8726916761494705,Relaxed
0.3118512626515837,6,23.464762417653457,113.99122773266372,0,2,2,0.7633072868533588,Relaxed
0.21767944969012437,12,49.00971292224216,117.03845521878696,1,0,2,1.4079412130095716,Relaxed
0.15515054313921295,0,36.77609105063291,118.00423721205946,0,0,2,0.18363709264559028,Relaxed
0.2813364516352628,18,4837354.648979129,113.35784048754634,0,0,2,1.7094826771959148,Relaxed
0.2685488958896337,0,26.669137360502372,114.5294721894762,0,2,2,0.09858832808277473,Relaxed
0.28125547074003676,0,5108815.90977792,115.43396380615195,0,2,2,0.08905839694497243,Relaxed
0.26487349180592407,6,56.142113969333096,116.06894502837527,0,0,2,0.5422155633277513,Relaxed
